162
0.000000e+00 0.000000e+00 -1.000000e+00
7.236073e-01 -5.257253e-01 -4.472195e-01
-2.763880e-01 -8.506492e-01 -4.472198e-01
-8.944262e-01 0.000000e+00 -4.472156e-01
-2.763880e-01 8.506492e-01 -4.472198e-01
7.236073e-01 5.257253e-01 -4.472195e-01
2.763880e-01 -8.506492e-01 4.472198e-01
-7.236073e-01 -5.257253e-01 4.472195e-01
-7.236073e-01 5.257253e-01 4.472195e-01
2.763880e-01 8.506492e-01 4.472198e-01
8.944262e-01 0.000000e+00 4.472156e-01
0.000000e+00 0.000000e+00 1.000000e+00
2.031809e-01 -1.476178e-01 -9.679496e-01
4.253227e-01 -3.090114e-01 -8.506542e-01
6.095467e-01 -4.428564e-01 -6.575189e-01
5.319409e-01 -6.817124e-01 -5.023017e-01
2.628688e-01 -8.090116e-01 -5.257376e-01
-2.963927e-02 -8.641842e-01 -5.023019e-01
-2.328215e-01 -7.165631e-01 -6.575192e-01
-1.624556e-01 -4.999952e-01 -8.506544e-01
-7.760664e-02 -2.388527e-01 -9.679497e-01
2.031809e-01 1.476178e-01 -9.679496e-01
4.253227e-01 3.090114e-01 -8.506542e-01
6.095467e-01 4.428564e-01 -6.575189e-01
8.127292e-01 2.952377e-01 -5.023006e-01
8.506479e-01 0.000000e+00 -5.257359e-01
8.127292e-01 -2.952377e-01 -5.023006e-01
-4.839714e-01 -7.165645e-01 -5.023017e-01
-6.881894e-01 -4.999969e-01 -5.257362e-01
-8.310506e-01 -2.388534e-01 -5.022987e-01
-7.534417e-01 0.000000e+00 -6.575148e-01
-5.257298e-01 0.000000e+00 -8.506517e-01
-2.511470e-01 0.000000e+00 -9.679489e-01
-8.310506e-01 2.388534e-01 -5.022987e-01
-6.881894e-01 4.999969e-01 -5.257362e-01
-4.839714e-01 7.165645e-01 -5.023017e-01
-2.328215e-01 7.165631e-01 -6.575192e-01
-1.624556e-01 4.999952e-01 -8.506544e-01
-7.760664e-02 2.388527e-01 -9.679497e-01
-2.963927e-02 8.641842e-01 -5.023019e-01
2.628688e-01 8.090117e-01 -5.257376e-01
5.319409e-01 6.817124e-01 -5.023017e-01
8.606976e-01 4.428575e-01 -2.511508e-01
9.510579e-01 3.090126e-01 1.751749e-08
9.566258e-01 1.476184e-01 2.511494e-01
9.566258e-01 -1.476184e-01 2.511494e-01
9.510579e-01 -3.090126e-01 -1.751749e-08
8.606976e-01 -4.428575e-01 -2.511508e-01
6.871586e-01 -6.817153e-01 -2.511519e-01
5.877856e-01 -8.090167e-01 1.751764e-08
4.360068e-01 -8.641879e-01 2.511520e-01
1.552151e-01 -9.554220e-01 2.511515e-01
0.000000e+00 -9.999999e-01 -1.751759e-08
-1.552151e-01 -9.554220e-01 -2.511515e-01
-4.360068e-01 -8.641879e-01 -2.511520e-01
-5.877856e-01 -8.090168e-01 1.751764e-08
-6.871585e-01 -6.817153e-01 2.511519e-01
-8.606976e-01 -4.428575e-01 2.511508e-01
-9.510579e-01 -3.090126e-01 -1.751749e-08
-9.566258e-01 -1.476184e-01 -2.511494e-01
-9.566258e-01 1.476184e-01 -2.511494e-01
-9.510579e-01 3.090126e-01 1.751749e-08
-8.606976e-01 4.428575e-01 2.511508e-01
-6.871586e-01 6.817153e-01 2.511519e-01
-5.877856e-01 8.090167e-01 -1.751764e-08
-4.360068e-01 8.641879e-01 -2.511520e-01
-1.552151e-01 9.554220e-01 -2.511515e-01
0.000000e+00 9.999999e-01 1.751759e-08
1.552151e-01 9.554220e-01 2.511515e-01
4.360068e-01 8.641879e-01 2.511520e-01
5.877856e-01 8.090168e-01 -1.751764e-08
6.871585e-01 6.817153e-01 -2.511519e-01
8.310506e-01 -2.388534e-01 5.022987e-01
6.881894e-01 -4.999969e-01 5.257362e-01
4.839714e-01 -7.165645e-01 5.023017e-01
2.963927e-02 -8.641842e-01 5.023019e-01
-2.628688e-01 -8.090117e-01 5.257376e-01
-5.319409e-01 -6.817124e-01 5.023017e-01
-8.127292e-01 -2.952377e-01 5.023006e-01
-8.506479e-01 0.000000e+00 5.257359e-01
-8.127292e-01 2.952377e-01 5.023006e-01
-5.319409e-01 6.817124e-01 5.023017e-01
-2.628688e-01 8.090116e-01 5.257376e-01
2.963927e-02 8.641842e-01 5.023019e-01
4.839714e-01 7.165645e-01 5.023017e-01
6.881894e-01 4.999969e-01 5.257362e-01
8.310506e-01 2.388534e-01 5.022987e-01
7.534417e-01 0.000000e+00 6.575148e-01
5.257298e-01 0.000000e+00 8.506517e-01
2.511470e-01 0.000000e+00 9.679489e-01
7.760664e-02 -2.388527e-01 9.679497e-01
1.624556e-01 -4.999953e-01 8.506544e-01
2.328215e-01 -7.165631e-01 6.575192e-01
-2.031809e-01 -1.476178e-01 9.679496e-01
-4.253227e-01 -3.090114e-01 8.506542e-01
-6.095467e-01 -4.428564e-01 6.575189e-01
-2.031809e-01 1.476178e-01 9.679496e-01
-4.253227e-01 3.090114e-01 8.506542e-01
-6.095467e-01 4.428564e-01 6.575189e-01
7.760664e-02 2.388527e-01 9.679497e-01
1.624556e-01 4.999953e-01 8.506544e-01
2.328215e-01 7.165631e-01 6.575192e-01
5.279035e-02 -6.881853e-01 -7.236118e-01
1.381987e-01 -4.253206e-01 -8.944291e-01
3.618050e-01 -5.877792e-01 -7.236109e-01
6.708170e-01 1.624568e-01 -7.236106e-01
6.708176e-01 -1.624577e-01 -7.236100e-01
4.472110e-01 -7.379555e-07 -8.944285e-01
-6.381946e-01 -2.628637e-01 -7.236093e-01
-3.618013e-01 -2.628644e-01 -8.944284e-01
-4.472105e-01 -5.257286e-01 -7.236105e-01
-4.472106e-01 5.257271e-01 -7.236115e-01
-3.618012e-01 2.628625e-01 -8.944289e-01
-6.381947e-01 2.628628e-01 -7.236094e-01
3.618035e-01 5.877792e-01 -7.236116e-01
1.381968e-01 4.253213e-01 -8.944291e-01
5.278910e-02 6.881863e-01 -7.236109e-01
1.000000e+00 0.000000e+00 0.000000e+00
9.472132e-01 -1.624575e-01 -2.763960e-01
9.472132e-01 1.624576e-01 -2.763960e-01
3.090172e-01 -9.510564e-01 2.801658e-14
1.381991e-01 -9.510549e-01 -2.763975e-01
4.472156e-01 -8.506483e-01 -2.763977e-01
-8.090184e-01 -5.877833e-01 8.031426e-14
-8.618032e-01 -4.253240e-01 -2.763963e-01
-6.708190e-01 -6.881907e-01 -2.763973e-01
-8.090184e-01 5.877833e-01 -7.844649e-14
-6.708190e-01 6.881907e-01 -2.763973e-01
-8.618031e-01 4.253239e-01 -2.763963e-01
3.090172e-01 9.510564e-01 -2.614881e-14
4.472156e-01 8.506484e-01 -2.763977e-01
1.381991e-01 9.510549e-01 -2.763975e-01
6.708204e-01 -6.881897e-01 2.763962e-01
8.090187e-01 -5.877830e-01 -1.902290e-06
8.618041e-01 -4.253232e-01 2.763944e-01
-4.472158e-01 -8.506484e-01 2.763968e-01
-3.090172e-01 -9.510564e-01 -7.871547e-07
-1.381993e-01 -9.510551e-01 2.763968e-01
-9.472132e-01 1.624576e-01 2.763959e-01
-9.999999e-01 -3.607790e-07 6.231637e-07
-9.472129e-01 -1.624579e-01 2.763966e-01
-1.381985e-01 9.510551e-01 2.763971e-01
-3.090165e-01 9.510567e-01 -4.919725e-07
-4.472151e-01 8.506488e-01 2.763973e-01
8.618042e-01 4.253220e-01 2.763962e-01
8.090193e-01 5.877821e-01 0.000000e+00
6.708205e-01 6.881891e-01 2.763974e-01
3.618003e-01 -2.628630e-01 8.944292e-01
4.472092e-01 -5.257282e-01 7.236117e-01
6.381935e-01 -2.628641e-01 7.236100e-01
-1.381973e-01 -4.253195e-01 8.944299e-01
-3.618037e-01 -5.877784e-01 7.236122e-01
-5.278957e-02 -6.881849e-01 7.236124e-01
-4.472099e-01 0.000000e+00 8.944291e-01
-6.708166e-01 1.624570e-01 7.236109e-01
-6.708166e-01 -1.624570e-01 7.236109e-01
-1.381973e-01 4.253195e-01 8.944299e-01
-5.278957e-02 6.881849e-01 7.236124e-01
